+-------------+------+--------+-------+-----------+
|  series id  | year | period | value | footnotes |
| LNU02000097 | 2015 |  M05   |  8545 |           |
| LNU02000097 | 2015 |  M04   |  8471 |           |
| LNU02000097 | 2015 |  M03   |  8478 |           |
| LNU02000097 | 2015 |  M02   |  8261 |           |
| LNU02000097 | 2015 |  M01   |  8235 |           |
| LNU02000097 | 2014 |  M12   |  8140 |           |
| LNU02000097 | 2014 |  M11   |  8063 |           |
| LNU02000097 | 2014 |  M10   |  8121 |           |
| LNU02000097 | 2014 |  M09   |  8032 |           |
| LNU02000097 | 2014 |  M08   |  7776 |           |
| LNU02000097 | 2014 |  M07   |  7796 |           |
| LNU02000097 | 2014 |  M06   |  7824 |           |
| LNU02000097 | 2014 |  M05   |  8044 |           |
| LNU02000097 | 2014 |  M04   |  8044 |           |
| LNU02000097 | 2014 |  M03   |  7904 |           |
| LNU02000097 | 2014 |  M02   |  8033 |           |
| LNU02000097 | 2014 |  M01   |  7874 |           |
| LNU02000097 | 2013 |  M12   |  7748 |           |
| LNU02000097 | 2013 |  M11   |  7785 |           |
| LNU02000097 | 2013 |  M10   |  7689 |           |
| LNU02000097 | 2013 |  M09   |  7779 |           |
| LNU02000097 | 2013 |  M08   |  7762 |           |
| LNU02000097 | 2013 |  M07   |  7542 |           |
| LNU02000097 | 2013 |  M06   |  7673 |           |
| LNU02000097 | 2013 |  M05   |  7898 |           |
| LNU02000097 | 2013 |  M04   |  7732 |           |
| LNU02000097 | 2013 |  M03   |  7576 |           |
| LNU02000097 | 2013 |  M02   |  7568 |           |
| LNU02000097 | 2013 |  M01   |  7424 |           |
| LNU02000097 | 2012 |  M12   |  7412 |           |
| LNU02000097 | 2012 |  M11   |  7488 |           |
| LNU02000097 | 2012 |  M10   |  7406 |           |
| LNU02000097 | 2012 |  M09   |  7404 |           |
| LNU02000097 | 2012 |  M08   |  7212 |           |
| LNU02000097 | 2012 |  M07   |  7053 |           |
| LNU02000097 | 2012 |  M06   |  7122 |           |
| LNU02000097 | 2012 |  M05   |  7300 |           |
| LNU02000097 | 2012 |  M04   |  7231 |           |
| LNU02000097 | 2012 |  M03   |  7224 |           |
| LNU02000097 | 2012 |  M02   |  7153 |           |
| LNU02000097 | 2012 |  M01   |  6936 |           |
| LNU02000097 | 2011 |  M12   |  6893 |           |
| LNU02000097 | 2011 |  M11   |  6830 |           |
| LNU02000097 | 2011 |  M10   |  6859 |           |
| LNU02000097 | 2011 |  M09   |  6735 |           |
| LNU02000097 | 2011 |  M08   |  6500 |           |
| LNU02000097 | 2011 |  M07   |  6532 |           |
| LNU02000097 | 2011 |  M06   |  6521 |           |
| LNU02000097 | 2011 |  M05   |  6669 |           |
| LNU02000097 | 2011 |  M04   |  6687 |           |
| LNU02000097 | 2011 |  M03   |  6562 |           |
| LNU02000097 | 2011 |  M02   |  6557 |           |
| LNU02000097 | 2011 |  M01   |  6420 |           |
| LNU02000097 | 2010 |  M12   |  6376 |           |
| LNU02000097 | 2010 |  M11   |  6366 |           |
| LNU02000097 | 2010 |  M10   |  6420 |           |
| LNU02000097 | 2010 |  M09   |  6449 |           |
| LNU02000097 | 2010 |  M08   |  6260 |           |
| LNU02000097 | 2010 |  M07   |  6141 |           |
| LNU02000097 | 2010 |  M06   |  6175 |           |
| LNU02000097 | 2010 |  M05   |  6288 |           |
| LNU02000097 | 2010 |  M04   |  6196 |           |
| LNU02000097 | 2010 |  M03   |  6192 |           |
| LNU02000097 | 2010 |  M02   |  6165 |           |
| LNU02000097 | 2010 |  M01   |  6192 |           |
| LNU02000097 | 2009 |  M12   |  6193 |           |
| LNU02000097 | 2009 |  M11   |  6322 |           |
| LNU02000097 | 2009 |  M10   |  6283 |           |
| LNU02000097 | 2009 |  M09   |  6216 |           |
| LNU02000097 | 2009 |  M08   |  6120 |           |
| LNU02000097 | 2009 |  M07   |  5976 |           |
| LNU02000097 | 2009 |  M06   |  5937 |           |
| LNU02000097 | 2009 |  M05   |  6132 |           |
| LNU02000097 | 2009 |  M04   |  6034 |           |
| LNU02000097 | 2009 |  M03   |  6055 |           |
| LNU02000097 | 2009 |  M02   |  5966 |           |
| LNU02000097 | 2009 |  M01   |  6130 |           |
+-------------+------+--------+-------+-----------+
