+-------------+------+--------+-------+-----------+
|  series id  | year | period | value | footnotes |
| LNS12024887 | 2012 |  M11   | 18030 |           |
| LNS12024887 | 2012 |  M10   | 17987 |           |
| LNS12024887 | 2012 |  M09   | 17929 |           |
| LNS12024887 | 2012 |  M08   | 17556 |           |
| LNS12024887 | 2012 |  M07   | 17898 |           |
| LNS12024887 | 2012 |  M06   | 17874 |           |
| LNS12024887 | 2012 |  M05   | 17834 |           |
| LNS12024887 | 2012 |  M04   | 17715 |           |
| LNS12024887 | 2012 |  M03   | 17750 |           |
| LNS12024887 | 2012 |  M02   | 17760 |           |
| LNS12024887 | 2012 |  M01   | 17736 |           |
| LNS12024887 | 2011 |  M12   | 17546 |           |
| LNS12024887 | 2011 |  M11   | 17562 |           |
| LNS12024887 | 2011 |  M10   | 17693 |           |
| LNS12024887 | 2011 |  M09   | 17463 |           |
| LNS12024887 | 2011 |  M08   | 17398 |           |
| LNS12024887 | 2011 |  M07   | 17140 |           |
| LNS12024887 | 2011 |  M06   | 17208 |           |
| LNS12024887 | 2011 |  M05   | 17211 |           |
| LNS12024887 | 2011 |  M04   | 17257 |           |
| LNS12024887 | 2011 |  M03   | 17349 |           |
| LNS12024887 | 2011 |  M02   | 17261 |           |
| LNS12024887 | 2011 |  M01   | 17297 |           |
| LNS12024887 | 2010 |  M12   | 17033 |           |
| LNS12024887 | 2010 |  M11   | 17131 |           |
| LNS12024887 | 2010 |  M10   | 17041 |           |
| LNS12024887 | 2010 |  M09   | 17087 |           |
| LNS12024887 | 2010 |  M08   | 17332 |           |
| LNS12024887 | 2010 |  M07   | 17052 |           |
| LNS12024887 | 2010 |  M06   | 16980 |           |
| LNS12024887 | 2010 |  M05   | 17238 |           |
| LNS12024887 | 2010 |  M04   | 17063 |           |
| LNS12024887 | 2010 |  M03   | 17039 |           |
| LNS12024887 | 2010 |  M02   | 17039 |           |
| LNS12024887 | 2010 |  M01   | 16924 |           |
| LNS12024887 | 2009 |  M12   | 16893 |           |
| LNS12024887 | 2009 |  M11   | 16895 |           |
| LNS12024887 | 2009 |  M10   | 16873 |           |
| LNS12024887 | 2009 |  M09   | 17216 |           |
| LNS12024887 | 2009 |  M08   | 17473 |           |
| LNS12024887 | 2009 |  M07   | 17657 |           |
| LNS12024887 | 2009 |  M06   | 17699 |           |
| LNS12024887 | 2009 |  M05   | 17817 |           |
| LNS12024887 | 2009 |  M04   | 18092 |           |
| LNS12024887 | 2009 |  M03   | 18067 |           |
| LNS12024887 | 2009 |  M02   | 18300 |           |
| LNS12024887 | 2009 |  M01   | 18287 |           |
+-------------+------+--------+-------+-----------+
